Date,Price,Year,Month,Day
03-07-2006,73.94,2006,7,3
30-06-2006,73.2,2006,6,30
29-06-2006,73.02,2006,6,29
28-06-2006,71.76,2006,6,28
27-06-2006,71.26,2006,6,27
26-06-2006,69.85,2006,6,26
23-06-2006,69.91,2006,6,23
22-06-2006,69.6,2006,6,22
21-06-2006,68.17,2006,6,21
20-06-2006,67.57,2006,6,20
19-06-2006,66.4,2006,6,19
16-06-2006,65.01,2006,6,16
15-06-2006,66.04,2006,6,15
14-06-2006,65.52,2006,6,14
13-06-2006,65.67,2006,6,13
12-06-2006,68.62,2006,6,12
09-06-2006,69.13,2006,6,9
08-06-2006,65.76,2006,6,8
07-06-2006,67.17,2006,6,7
06-06-2006,68.25,2006,6,6
05-06-2006,69.13,2006,6,5
02-06-2006,68.42,2006,6,2
01-06-2006,68.77,2006,6,1
31-05-2006,67.57,2006,5,31
30-05-2006,69.82,2006,5,30
29-05-2006,69.16,2006,5,29
26-05-2006,69.88,2006,5,26
25-05-2006,68.51,2006,5,25
24-05-2006,68.45,2006,5,24
23-05-2006,68.97,2006,5,23
22-05-2006,66.52,2006,5,22
19-05-2006,66.93,2006,5,19
18-05-2006,67.39,2006,5,18
17-05-2006,67.52,2006,5,17
16-05-2006,68.66,2006,5,16
15-05-2006,68.69,2006,5,15
12-05-2006,71.3,2006,5,12
11-05-2006,72.2,2006,5,11
10-05-2006,69.83,2006,5,10
09-05-2006,70.6,2006,5,9
08-05-2006,68.26,2006,5,8
05-05-2006,71.22,2006,5,5
04-05-2006,71.84,2006,5,4
03-05-2006,73.73,2006,5,3
02-05-2006,74.45,2006,5,2
01-05-2006,73.37,2006,5,1
28-04-2006,72.15,2006,4,28
27-04-2006,71.79,2006,4,27
26-04-2006,73.46,2006,4,26
25-04-2006,72.86,2006,4,25
24-04-2006,73.96,2006,4,24
21-04-2006,73.94,2006,4,21
20-04-2006,72.57,2006,4,20
19-04-2006,72.69,2006,4,19
18-04-2006,70.97,2006,4,18
13-04-2006,69.39,2006,4,13
12-04-2006,69.54,2006,4,12
11-04-2006,68.52,2006,4,11
10-04-2006,68.2,2006,4,10
07-04-2006,67.11,2006,4,7
06-04-2006,67.58,2006,4,6
05-04-2006,66.74,2006,4,5
04-04-2006,65.93,2006,4,4
03-04-2006,67.28,2006,4,3
31-03-2006,66.06,2006,3,31
30-03-2006,65.95,2006,3,30
29-03-2006,64.88,2006,3,29
28-03-2006,64.31,2006,3,28
27-03-2006,62.59,2006,3,27
24-03-2006,62.78,2006,3,24
23-03-2006,61.76,2006,3,23
22-03-2006,61.23,2006,3,22
21-03-2006,59.96,2006,3,21
20-03-2006,62.3,2006,3,20
17-03-2006,63.54,2006,3,17
16-03-2006,62.07,2006,3,16
15-03-2006,63.12,2006,3,15
14-03-2006,62.39,2006,3,14
13-03-2006,60.99,2006,3,13
10-03-2006,59.04,2006,3,10
09-03-2006,58.82,2006,3,9
08-03-2006,58.42,2006,3,8
07-03-2006,59.79,2006,3,7
06-03-2006,61.41,2006,3,6
03-03-2006,62.69,2006,3,3
02-03-2006,62.27,2006,3,2
01-03-2006,61.12,2006,3,1
28-02-2006,59.78,2006,2,28
27-02-2006,59.44,2006,2,27
24-02-2006,60.13,2006,2,24
23-02-2006,58.71,2006,2,23
22-02-2006,58.71,2006,2,22
21-02-2006,59.35,2006,2,21
20-02-2006,60.05,2006,2,20
17-02-2006,58.34,2006,2,17
16-02-2006,56.78,2006,2,16
15-02-2006,57.67,2006,2,15
14-02-2006,58.27,2006,2,14
13-02-2006,59.16,2006,2,13
10-02-2006,59.66,2006,2,10
09-02-2006,60.7,2006,2,9
08-02-2006,60.82,2006,2,8
07-02-2006,61.64,2006,2,7
06-02-2006,63.32,2006,2,6
03-02-2006,62.54,2006,2,3
02-02-2006,63.49,2006,2,2
01-02-2006,65.64,2006,2,1
31-01-2006,63.19,2006,1,31
30-01-2006,65.14,2006,1,30
27-01-2006,64.95,2006,1,27
26-01-2006,62.93,2006,1,26
25-01-2006,62.61,2006,1,25
24-01-2006,63.82,2006,1,24
23-01-2006,64.56,2006,1,23
20-01-2006,64.92,2006,1,20
19-01-2006,63.64,2006,1,19
18-01-2006,63.6,2006,1,18
17-01-2006,63.22,2006,1,17
16-01-2006,62.34,2006,1,16
13-01-2006,61.58,2006,1,13
12-01-2006,62.95,2006,1,12
11-01-2006,61.54,2006,1,11
10-01-2006,62.32,2006,1,10
09-01-2006,62.51,2006,1,9
06-01-2006,62.43,2006,1,6
05-01-2006,61.68,2006,1,5
04-01-2006,61.25,2006,1,4
03-01-2006,61.51,2006,1,3
30-12-2005,58.34,2005,12,30
29-12-2005,57.72,2005,12,29
28-12-2005,56.91,2005,12,28
26-12-2005,56.54,2005,12,26
23-12-2005,56.28,2005,12,23
22-12-2005,57.3,2005,12,22
21-12-2005,56.05,2005,12,21
20-12-2005,56.08,2005,12,20
19-12-2005,56.09,2005,12,19
16-12-2005,58.11,2005,12,16
15-12-2005,59.67,2005,12,15
14-12-2005,59.59,2005,12,14
13-12-2005,59.16,2005,12,13
12-12-2005,57.23,2005,12,12
09-12-2005,57.18,2005,12,9
08-12-2005,56.26,2005,12,8
07-12-2005,55.17,2005,12,7
06-12-2005,55.68,2005,12,6
05-12-2005,56.05,2005,12,5
02-12-2005,54.91,2005,12,2
01-12-2005,53.65,2005,12,1
30-11-2005,53.25,2005,11,30
29-11-2005,53.24,2005,11,29
28-11-2005,52.91,2005,11,28
25-11-2005,53.15,2005,11,25
24-11-2005,53.41,2005,11,24
23-11-2005,53.73,2005,11,23
22-11-2005,54.21,2005,11,22
21-11-2005,53.36,2005,11,21
18-11-2005,52.84,2005,11,18
17-11-2005,53.8,2005,11,17
16-11-2005,53.68,2005,11,16
15-11-2005,54.45,2005,11,15
14-11-2005,54.1,2005,11,14
11-11-2005,54.3,2005,11,11
10-11-2005,55.85,2005,11,10
09-11-2005,57.71,2005,11,9
08-11-2005,57.89,2005,11,8
07-11-2005,58.19,2005,11,7
04-11-2005,60.48,2005,11,4
03-11-2005,59.55,2005,11,3
02-11-2005,58.53,2005,11,2
01-11-2005,56.69,2005,11,1
31-10-2005,58.47,2005,10,31
28-10-2005,59.47,2005,10,28
27-10-2005,58.1,2005,10,27
26-10-2005,58.56,2005,10,26
25-10-2005,58.72,2005,10,25
24-10-2005,57.64,2005,10,24
21-10-2005,56.94,2005,10,21
20-10-2005,57.04,2005,10,20
19-10-2005,58.13,2005,10,19
18-10-2005,58.85,2005,10,18
17-10-2005,59.81,2005,10,17
14-10-2005,58.45,2005,10,14
13-10-2005,59.48,2005,10,13
12-10-2005,59.91,2005,10,12
11-10-2005,58.1,2005,10,11
10-10-2005,57.01,2005,10,10
07-10-2005,57.29,2005,10,7
06-10-2005,57.2,2005,10,6
05-10-2005,59.33,2005,10,5
04-10-2005,59.17,2005,10,4
03-10-2005,61.64,2005,10,3
30-09-2005,61.7,2005,9,30
29-09-2005,62.02,2005,9,29
28-09-2005,62.81,2005,9,28
27-09-2005,62.56,2005,9,27
26-09-2005,61.73,2005,9,26
23-09-2005,62.17,2005,9,23
22-09-2005,64.64,2005,9,22
21-09-2005,64.31,2005,9,21
20-09-2005,62.98,2005,9,20
19-09-2005,64.04,2005,9,19
16-09-2005,60.48,2005,9,16
15-09-2005,61.9,2005,9,15
14-09-2005,61.7,2005,9,14
13-09-2005,61.31,2005,9,13
12-09-2005,60.69,2005,9,12
09-09-2005,62.62,2005,9,9
08-09-2005,61.66,2005,9,8
07-09-2005,63.6,2005,9,7
06-09-2005,64.16,2005,9,6
05-09-2005,64.16,2005,9,5
02-09-2005,65.95,2005,9,2
01-09-2005,66.79,2005,9,1
31-08-2005,66.8,2005,8,31
30-08-2005,66.15,2005,8,30
29-08-2005,64.77,2005,8,29
26-08-2005,66.23,2005,8,26
25-08-2005,65.88,2005,8,25
24-08-2005,65.25,2005,8,24
23-08-2005,65.16,2005,8,23
22-08-2005,65.87,2005,8,22
19-08-2005,64.21,2005,8,19
18-08-2005,61.75,2005,8,18
17-08-2005,63.41,2005,8,17
16-08-2005,65.1,2005,8,16
15-08-2005,66.68,2005,8,15
12-08-2005,67.26,2005,8,12
11-08-2005,65.9,2005,8,11
10-08-2005,63.77,2005,8,10
09-08-2005,62.79,2005,8,9
08-08-2005,62.56,2005,8,8
05-08-2005,60.73,2005,8,5
04-08-2005,60.62,2005,8,4
03-08-2005,60.04,2005,8,3
02-08-2005,60.13,2005,8,2
01-08-2005,60.56,2005,8,1
29-07-2005,59.77,2005,7,29
28-07-2005,58.28,2005,7,28
27-07-2005,58.34,2005,7,27
26-07-2005,58.58,2005,7,26
25-07-2005,57.51,2005,7,25
22-07-2005,56.98,2005,7,22
21-07-2005,55.59,2005,7,21
20-07-2005,56.39,2005,7,20
19-07-2005,56.75,2005,7,19
18-07-2005,56.25,2005,7,18
15-07-2005,56.98,2005,7,15
14-07-2005,56.79,2005,7,14
13-07-2005,58.33,2005,7,13
12-07-2005,58.95,2005,7,12
11-07-2005,56.1,2005,7,11
08-07-2005,59,2005,7,8
07-07-2005,57.55,2005,7,7
06-07-2005,58.38,2005,7,6
05-07-2005,57.86,2005,7,5
04-07-2005,57.13,2005,7,4
01-07-2005,56.41,2005,7,1
30-06-2005,55.36,2005,6,30
29-06-2005,55.42,2005,6,29
28-06-2005,57.75,2005,6,28
27-06-2005,58.5,2005,6,27
24-06-2005,57.21,2005,6,24
23-06-2005,57.03,2005,6,23
22-06-2005,56.06,2005,6,22
21-06-2005,57.36,2005,6,21
20-06-2005,57.1,2005,6,20
17-06-2005,56.92,2005,6,17
16-06-2005,54.3,2005,6,16
15-06-2005,54.12,2005,6,15
14-06-2005,53.52,2005,6,14
13-06-2005,52,2005,6,13
10-06-2005,51.98,2005,6,10
09-06-2005,51.36,2005,6,9
08-06-2005,51.92,2005,6,8
07-06-2005,51.62,2005,6,7
06-06-2005,52.61,2005,6,6
03-06-2005,51.9,2005,6,3
02-06-2005,51.3,2005,6,2
01-06-2005,50.46,2005,6,1
31-05-2005,49.3,2005,5,31
30-05-2005,49.33,2005,5,30
27-05-2005,49.42,2005,5,27
26-05-2005,49.71,2005,5,26
25-05-2005,49.24,2005,5,25
24-05-2005,47.29,2005,5,24
23-05-2005,47.28,2005,5,23
20-05-2005,46.91,2005,5,20
19-05-2005,46.92,2005,5,19
18-05-2005,47.35,2005,5,18
17-05-2005,47.31,2005,5,17
16-05-2005,46.42,2005,5,16
13-05-2005,46.85,2005,5,13
12-05-2005,47.4,2005,5,12
11-05-2005,48.91,2005,5,11
10-05-2005,50.61,2005,5,10
09-05-2005,49.71,2005,5,9
06-05-2005,49.7,2005,5,6
05-05-2005,49.81,2005,5,5
04-05-2005,50.36,2005,5,4
03-05-2005,49.48,2005,5,3
02-05-2005,50.89,2005,5,2
29-04-2005,50.61,2005,4,29
28-04-2005,50.74,2005,4,28
27-04-2005,51.29,2005,4,27
26-04-2005,52.47,2005,4,26
25-04-2005,53.1,2005,4,25
22-04-2005,53.51,2005,4,22
21-04-2005,51.73,2005,4,21
20-04-2005,51.53,2005,4,20
19-04-2005,50.79,2005,4,19
18-04-2005,48.58,2005,4,18
15-04-2005,49.52,2005,4,15
14-04-2005,50.21,2005,4,14
13-04-2005,49.67,2005,4,13
12-04-2005,51.53,2005,4,12
11-04-2005,51.21,2005,4,11
08-04-2005,51.83,2005,4,8
07-04-2005,52.57,2005,4,7
06-04-2005,54.08,2005,4,6
05-04-2005,54.53,2005,4,5
04-04-2005,55.92,2005,4,4
01-04-2005,54.14,2005,4,1
31-03-2005,53.22,2005,3,31
30-03-2005,50.63,2005,3,30
29-03-2005,51.42,2005,3,29
28-03-2005,51.75,2005,3,28
24-03-2005,52.35,2005,3,24
23-03-2005,51.52,2005,3,23
22-03-2005,55.39,2005,3,22
21-03-2005,55.79,2005,3,21
18-03-2005,55.97,2005,3,18
17-03-2005,56.03,2005,3,17
16-03-2005,54.61,2005,3,16
15-03-2005,53.97,2005,3,15
14-03-2005,53.68,2005,3,14
11-03-2005,53.15,2005,3,11
10-03-2005,53.04,2005,3,10
09-03-2005,54.11,2005,3,9
08-03-2005,53.29,2005,3,8
07-03-2005,51.87,2005,3,7
04-03-2005,52.1,2005,3,4
03-03-2005,52.89,2005,3,3
02-03-2005,51.05,2005,3,2
01-03-2005,50.47,2005,3,1
28-02-2005,50.13,2005,2,28
25-02-2005,50.05,2005,2,25
24-02-2005,49.24,2005,2,24
23-02-2005,48.16,2005,2,23
22-02-2005,47.6,2005,2,22
21-02-2005,46.09,2005,2,21
18-02-2005,45.86,2005,2,18
17-02-2005,45.42,2005,2,17
16-02-2005,45.42,2005,2,16
15-02-2005,44.91,2005,2,15
14-02-2005,44.51,2005,2,14
11-02-2005,44.41,2005,2,11
10-02-2005,44.04,2005,2,10
09-02-2005,42.49,2005,2,9
08-02-2005,42.79,2005,2,8
07-02-2005,42.7,2005,2,7
04-02-2005,43.26,2005,2,4
03-02-2005,43.13,2005,2,3
02-02-2005,44.17,2005,2,2
01-02-2005,45.12,2005,2,1
31-01-2005,44.51,2005,1,31
28-01-2005,44.75,2005,1,28
27-01-2005,46.51,2005,1,27
26-01-2005,45.94,2005,1,26
25-01-2005,46.14,2005,1,25
24-01-2005,45.74,2005,1,24
21-01-2005,45.88,2005,1,21
20-01-2005,44.06,2005,1,20
19-01-2005,45.16,2005,1,19
18-01-2005,45.18,2005,1,18
17-01-2005,45.1,2005,1,17
14-01-2005,45.26,2005,1,14
13-01-2005,45.76,2005,1,13
12-01-2005,43.75,2005,1,12
11-01-2005,43.45,2005,1,11
10-01-2005,44.71,2005,1,10
07-01-2005,43.28,2005,1,7
06-01-2005,43.25,2005,1,6
05-01-2005,41,2005,1,5
04-01-2005,40.75,2005,1,4
31-12-2004,40.38,2004,12,31
30-12-2004,39.8,2004,12,30
29-12-2004,38.93,2004,12,29
28-12-2004,40.24,2004,12,28
27-12-2004,39.6,2004,12,27
24-12-2004,39.6,2004,12,24
23-12-2004,40.29,2004,12,23
22-12-2004,40.44,2004,12,22
21-12-2004,42.76,2004,12,21
20-12-2004,42.67,2004,12,20
17-12-2004,43.06,2004,12,17
16-12-2004,41.49,2004,12,16
15-12-2004,41.53,2004,12,15
14-12-2004,37.03,2004,12,14
13-12-2004,36.77,2004,12,13
10-12-2004,37.24,2004,12,10
09-12-2004,38.33,2004,12,9
08-12-2004,36.9,2004,12,8
07-12-2004,37.11,2004,12,7
06-12-2004,38.43,2004,12,6
03-12-2004,38.57,2004,12,3
02-12-2004,38.49,2004,12,2
01-12-2004,41.19,2004,12,1
30-11-2004,44.23,2004,11,30
29-11-2004,44.05,2004,11,29
26-11-2004,42.87,2004,11,26
25-11-2004,43.12,2004,11,25
24-11-2004,42.62,2004,11,24
23-11-2004,43.03,2004,11,23
22-11-2004,42.26,2004,11,22
19-11-2004,42.29,2004,11,19
18-11-2004,40.8,2004,11,18
17-11-2004,40.27,2004,11,17
16-11-2004,40.48,2004,11,16
15-11-2004,39.32,2004,11,15
12-11-2004,41.33,2004,11,12
11-11-2004,42.22,2004,11,11
10-11-2004,42.57,2004,11,10
09-11-2004,43.27,2004,11,9
08-11-2004,44.78,2004,11,8
05-11-2004,44.37,2004,11,5
04-11-2004,45.32,2004,11,4
03-11-2004,46.14,2004,11,3
02-11-2004,46.25,2004,11,2
01-11-2004,46.84,2004,11,1
29-10-2004,48.16,2004,10,29
28-10-2004,48.88,2004,10,28
27-10-2004,49.99,2004,10,27
26-10-2004,52.04,2004,10,26
25-10-2004,51.68,2004,10,25
22-10-2004,52.28,2004,10,22
21-10-2004,51.06,2004,10,21
20-10-2004,50.78,2004,10,20
19-10-2004,49.21,2004,10,19
18-10-2004,49.16,2004,10,18
15-10-2004,51.02,2004,10,15
14-10-2004,51.31,2004,10,14
13-10-2004,50.42,2004,10,13
12-10-2004,51.28,2004,10,12
11-10-2004,50.75,2004,10,11
08-10-2004,49.41,2004,10,8
07-10-2004,48.98,2004,10,7
06-10-2004,47.95,2004,10,6
05-10-2004,47.1,2004,10,5
04-10-2004,46.99,2004,10,4
01-10-2004,46.86,2004,10,1
30-09-2004,47.76,2004,9,30
29-09-2004,46.54,2004,9,29
28-09-2004,47.52,2004,9,28
27-09-2004,46.87,2004,9,27
24-09-2004,46.13,2004,9,24
23-09-2004,46.53,2004,9,23
22-09-2004,45.66,2004,9,22
21-09-2004,44.56,2004,9,21
20-09-2004,43.6,2004,9,20
17-09-2004,43.08,2004,9,17
16-09-2004,40.68,2004,9,16
15-09-2004,42.03,2004,9,15
14-09-2004,41.34,2004,9,14
13-09-2004,40.63,2004,9,13
10-09-2004,41.03,2004,9,10
09-09-2004,41.45,2004,9,9
08-09-2004,39.91,2004,9,8
07-09-2004,40.19,2004,9,7
06-09-2004,40.4,2004,9,6
03-09-2004,41.07,2004,9,3
02-09-2004,42.39,2004,9,2
01-09-2004,40.96,2004,9,1
31-08-2004,39.8,2004,8,31
30-08-2004,40.78,2004,8,30
27-08-2004,40.72,2004,8,27
26-08-2004,40.65,2004,8,26
25-08-2004,42.39,2004,8,25
24-08-2004,42.99,2004,8,24
23-08-2004,44.39,2004,8,23
20-08-2004,45.46,2004,8,20
19-08-2004,44.84,2004,8,19
18-08-2004,44.12,2004,8,18
17-08-2004,44.05,2004,8,17
16-08-2004,44.35,2004,8,16
13-08-2004,44.13,2004,8,13
12-08-2004,43.5,2004,8,12
11-08-2004,42.45,2004,8,11
10-08-2004,42.5,2004,8,10
09-08-2004,43.21,2004,8,9
06-08-2004,42.63,2004,8,6
05-08-2004,42.49,2004,8,5
04-08-2004,41.75,2004,8,4
03-08-2004,41.82,2004,8,3
02-08-2004,41.35,2004,8,2
30-07-2004,41.47,2004,7,30
29-07-2004,40.93,2004,7,29
28-07-2004,41.08,2004,7,28
27-07-2004,40.09,2004,7,27
26-07-2004,39.75,2004,7,26
23-07-2004,39.59,2004,7,23
22-07-2004,39.16,2004,7,22
21-07-2004,38.48,2004,7,21
20-07-2004,38.96,2004,7,20
19-07-2004,39.07,2004,7,19
16-07-2004,38.49,2004,7,16
15-07-2004,38.41,2004,7,15
14-07-2004,37.51,2004,7,14
13-07-2004,36.68,2004,7,13
12-07-2004,37.73,2004,7,12
09-07-2004,37.58,2004,7,9
08-07-2004,37.13,2004,7,8
07-07-2004,35.62,2004,7,7
06-07-2004,36.47,2004,7,6
05-07-2004,35.73,2004,7,5
02-07-2004,35.36,2004,7,2
01-07-2004,35.58,2004,7,1
30-06-2004,33.22,2004,6,30
29-06-2004,32.61,2004,6,29
28-06-2004,33.24,2004,6,28
25-06-2004,34.25,2004,6,25
24-06-2004,34.71,2004,6,24
23-06-2004,34.81,2004,6,23
22-06-2004,34.95,2004,6,22
21-06-2004,34.82,2004,6,21
18-06-2004,35.43,2004,6,18
17-06-2004,35.58,2004,6,17
16-06-2004,34.56,2004,6,16
15-06-2004,34.66,2004,6,15
14-06-2004,35.22,2004,6,14
11-06-2004,35.23,2004,6,11
10-06-2004,35.75,2004,6,10
09-06-2004,34.69,2004,6,9
08-06-2004,35.47,2004,6,8
07-06-2004,35.57,2004,6,7
04-06-2004,35.97,2004,6,4
03-06-2004,36.26,2004,6,3
02-06-2004,37.99,2004,6,2
01-06-2004,39.05,2004,6,1
31-05-2004,37,2004,5,31
28-05-2004,37,2004,5,28
27-05-2004,37.03,2004,5,27
26-05-2004,38.05,2004,5,26
25-05-2004,38.46,2004,5,25
24-05-2004,39.22,2004,5,24
21-05-2004,37.6,2004,5,21
20-05-2004,38.89,2004,5,20
19-05-2004,38.35,2004,5,19
18-05-2004,38.43,2004,5,18
17-05-2004,38.88,2004,5,17
14-05-2004,39.04,2004,5,14
13-05-2004,38.3,2004,5,13
12-05-2004,37.95,2004,5,12
11-05-2004,36.97,2004,5,11
10-05-2004,35.83,2004,5,10
07-05-2004,37.25,2004,5,7
06-05-2004,37.05,2004,5,6
05-05-2004,36.58,2004,5,5
04-05-2004,36.07,2004,5,4
03-05-2004,34.97,2004,5,3
30-04-2004,35.23,2004,4,30
29-04-2004,34.66,2004,4,29
28-04-2004,35.02,2004,4,28
27-04-2004,34.11,2004,4,27
26-04-2004,34.18,2004,4,26
23-04-2004,33.78,2004,4,23
22-04-2004,33.24,2004,4,22
21-04-2004,33.23,2004,4,21
20-04-2004,33.56,2004,4,20
19-04-2004,34.71,2004,4,19
16-04-2004,33.85,2004,4,16
15-04-2004,33.72,2004,4,15
14-04-2004,33.54,2004,4,14
13-04-2004,34.15,2004,4,13
12-04-2004,34.51,2004,4,12
09-04-2004,34.03,2004,4,9
08-04-2004,33.98,2004,4,8
07-04-2004,33.07,2004,4,7
06-04-2004,31.48,2004,4,6
05-04-2004,31.17,2004,4,5
02-04-2004,31.19,2004,4,2
01-04-2004,32.59,2004,4,1
31-03-2004,32.29,2004,3,31
30-03-2004,33.04,2004,3,30
29-03-2004,32.04,2004,3,29
26-03-2004,32.51,2004,3,26
25-03-2004,33.32,2004,3,25
24-03-2004,34.14,2004,3,24
23-03-2004,34.4,2004,3,23
22-03-2004,33.57,2004,3,22
19-03-2004,34.33,2004,3,19
18-03-2004,34.43,2004,3,18
17-03-2004,34.95,2004,3,17
16-03-2004,34.72,2004,3,16
15-03-2004,34.39,2004,3,15
12-03-2004,32.76,2004,3,12
11-03-2004,33.22,2004,3,11
10-03-2004,32.83,2004,3,10
09-03-2004,33.72,2004,3,9
08-03-2004,34.27,2004,3,8
05-03-2004,34.4,2004,3,5
04-03-2004,33.45,2004,3,4
03-03-2004,33.32,2004,3,3
02-03-2004,34.15,2004,3,2
01-03-2004,33.34,2004,3,1
27-02-2004,32.94,2004,2,27
26-02-2004,32.45,2004,2,26
25-02-2004,32.46,2004,2,25
24-02-2004,31.6,2004,2,24
23-02-2004,31.89,2004,2,23
20-02-2004,31.22,2004,2,20
19-02-2004,31.63,2004,2,19
18-02-2004,31.57,2004,2,18
17-02-2004,31.43,2004,2,17
16-02-2004,31.08,2004,2,16
13-02-2004,30.96,2004,2,13
12-02-2004,30.17,2004,2,12
11-02-2004,30.33,2004,2,11
10-02-2004,30.06,2004,2,10
09-02-2004,29.1,2004,2,9
06-02-2004,29.26,2004,2,6
05-02-2004,29.02,2004,2,5
04-02-2004,29.63,2004,2,4
03-02-2004,30.07,2004,2,3
02-02-2004,30.3,2004,2,2
30-01-2004,29.53,2004,1,30
29-01-2004,29.47,2004,1,29
28-01-2004,30.77,2004,1,28
27-01-2004,31.05,2004,1,27
26-01-2004,31.15,2004,1,26
23-01-2004,32.08,2004,1,23
22-01-2004,31.42,2004,1,22
21-01-2004,31.95,2004,1,21
20-01-2004,32.26,2004,1,20
19-01-2004,31.67,2004,1,19
16-01-2004,31.26,2004,1,16
15-01-2004,31.43,2004,1,15
14-01-2004,31.84,2004,1,14
13-01-2004,32.55,2004,1,13
12-01-2004,31.41,2004,1,12
09-01-2004,31.91,2004,1,9
08-01-2004,31.11,2004,1,8
07-01-2004,30.99,2004,1,7
06-01-2004,31.2,2004,1,6
05-01-2004,32.3,2004,1,5
02-01-2004,29.55,2004,1,2
31-12-2003,30.3,2003,12,31
30-12-2003,30.1,2003,12,30
29-12-2003,29.17,2003,12,29
24-12-2003,29.45,2003,12,24
23-12-2003,28.3,2003,12,23
22-12-2003,28.78,2003,12,22
19-12-2003,31.03,2003,12,19
18-12-2003,30.79,2003,12,18
17-12-2003,31.01,2003,12,17
16-12-2003,30.64,2003,12,16
15-12-2003,30.89,2003,12,15
12-12-2003,30.24,2003,12,12
11-12-2003,29.79,2003,12,11
10-12-2003,30.02,2003,12,10
09-12-2003,30.27,2003,12,9
08-12-2003,30.52,2003,12,8
05-12-2003,28.87,2003,12,5
04-12-2003,29.25,2003,12,4
03-12-2003,29.26,2003,12,3
02-12-2003,29.1,2003,12,2
01-12-2003,28.17,2003,12,1
28-11-2003,28.95,2003,11,28
27-11-2003,28.9,2003,11,27
26-11-2003,28.23,2003,11,26
25-11-2003,27.62,2003,11,25
24-11-2003,27.99,2003,11,24
21-11-2003,29.79,2003,11,21
20-11-2003,29.88,2003,11,20
19-11-2003,30.13,2003,11,19
18-11-2003,29.26,2003,11,18
17-11-2003,28.98,2003,11,17
14-11-2003,29.78,2003,11,14
13-11-2003,29.01,2003,11,13
12-11-2003,28.58,2003,11,12
11-11-2003,28.88,2003,11,11
10-11-2003,28.82,2003,11,10
07-11-2003,28.73,2003,11,7
06-11-2003,28.52,2003,11,6
05-11-2003,27.9,2003,11,5
04-11-2003,27.32,2003,11,4
03-11-2003,27.78,2003,11,3
31-10-2003,27.88,2003,10,31
30-10-2003,27.47,2003,10,30
29-10-2003,28.56,2003,10,29
28-10-2003,28.99,2003,10,28
27-10-2003,29.38,2003,10,27
24-10-2003,30.01,2003,10,24
23-10-2003,29.63,2003,10,23
22-10-2003,29.25,2003,10,22
21-10-2003,29.61,2003,10,21
20-10-2003,29.78,2003,10,20
17-10-2003,30.27,2003,10,17
16-10-2003,31.05,2003,10,16
15-10-2003,31.23,2003,10,15
14-10-2003,31.45,2003,10,14
13-10-2003,31,2003,10,13
10-10-2003,31.13,2003,10,10
09-10-2003,30.21,2003,10,9
08-10-2003,28.96,2003,10,8
07-10-2003,29.35,2003,10,7
06-10-2003,29.75,2003,10,6
03-10-2003,29.14,2003,10,3
02-10-2003,28.9,2003,10,2
01-10-2003,27.98,2003,10,1
30-09-2003,28.09,2003,9,30
29-09-2003,27.77,2003,9,29
26-09-2003,27.02,2003,9,26
25-09-2003,27.04,2003,9,25
24-09-2003,26.81,2003,9,24
23-09-2003,25.74,2003,9,23
22-09-2003,25.82,2003,9,22
19-09-2003,25.51,2003,9,19
18-09-2003,25.56,2003,9,18
17-09-2003,25.76,2003,9,17
16-09-2003,26.28,2003,9,16
15-09-2003,26.38,2003,9,15
12-09-2003,26.52,2003,9,12
11-09-2003,27.48,2003,9,11
10-09-2003,27.76,2003,9,10
09-09-2003,27.64,2003,9,9
08-09-2003,28.47,2003,9,8
05-09-2003,27.72,2003,9,5
04-09-2003,27.49,2003,9,4
03-09-2003,27.89,2003,9,3
02-09-2003,28.08,2003,9,2
01-09-2003,29.64,2003,9,1
29-08-2003,30.38,2003,8,29
28-08-2003,30.1,2003,8,28
27-08-2003,30.05,2003,8,27
26-08-2003,30.08,2003,8,26
25-08-2003,29.98,2003,8,25
22-08-2003,30.22,2003,8,22
21-08-2003,29.95,2003,8,21
20-08-2003,29.28,2003,8,20
19-08-2003,29.18,2003,8,19
18-08-2003,29.88,2003,8,18
15-08-2003,29.18,2003,8,15
14-08-2003,28.96,2003,8,14
13-08-2003,29.66,2003,8,13
12-08-2003,30.13,2003,8,12
11-08-2003,30.05,2003,8,11
08-08-2003,30.59,2003,8,8
07-08-2003,30.06,2003,8,7
06-08-2003,30.01,2003,8,6
05-08-2003,30.37,2003,8,5
04-08-2003,29.91,2003,8,4
01-08-2003,29.63,2003,8,1
31-07-2003,28.68,2003,7,31
30-07-2003,28.31,2003,7,30
29-07-2003,28.27,2003,7,29
28-07-2003,27.71,2003,7,28
25-07-2003,28.3,2003,7,25
24-07-2003,27.73,2003,7,24
23-07-2003,27.67,2003,7,23
22-07-2003,28.4,2003,7,22
21-07-2003,28.01,2003,7,21
18-07-2003,29.2,2003,7,18
17-07-2003,28.59,2003,7,17
16-07-2003,28.51,2003,7,16
15-07-2003,28.87,2003,7,15
14-07-2003,28.52,2003,7,14
11-07-2003,29.36,2003,7,11
10-07-2003,29.37,2003,7,10
09-07-2003,28.21,2003,7,9
08-07-2003,27.95,2003,7,8
07-07-2003,27.23,2003,7,7
04-07-2003,27.97,2003,7,4
03-07-2003,28.63,2003,7,3
02-07-2003,28.2,2003,7,2
01-07-2003,28.33,2003,7,1
30-06-2003,28.88,2003,6,30
